title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Abe & Phil's Last Poker Game,MOVIE,2018,85,drama,US,Paramount,5.6,267,1.838,6.9,
Nobody Famous,MOVIE,2018,87,comedy,CA,Paramount,4.5,145,1.985,6,Sarah Rotella
Too Cold to Swim,MOVIE,2018,80,drama,US,Paramount,5.964473684,490,1.283,5.776570048,D.W. Young
Asylum of Fear,MOVIE,2018,79,horror,US,Paramount,5.8,6373,5.735,5.5,
Break Night,MOVIE,2018,98,drama,US,Paramount,4.2,205,2.124,4.1,
Bachelor Lions,MOVIE,2018,94,comedy,US,Paramount,6,53,2.141,2,Paul Bunch
The Coronation,MOVIE,2018,59,documentation,GB,Paramount,7.8,96,1.359,8,Harvey Lilley
Delirium,MOVIE,2018,86,thriller,US,Paramount,3.3,930,4.796,4.7,Johnny Martin
The Competition,MOVIE,2018,105,comedy,US,Paramount,4.4,1277,4.025,4.5,Harvey Lowry
Book Club,MOVIE,2018,104,comedy,US,Paramount,6.1,27832,10.144,6.2,Bill Holderman
Relentless,MOVIE,2018,96,thriller,"SV,US",Paramount,4.5,418,4.085,4.6,
Fixed,MOVIE,2018,92,comedy,US,Paramount,4.2,211,3.961,4.3,Alonso Mayo
Apocalypse Rising,MOVIE,2018,83,scifi,US,Paramount,4.4,772,5.973,3.9,Richard Lowry
Age Out,MOVIE,2018,89,drama,US,Paramount,6.1,899,3.276,6.8,A.J. Edwards
Baja,MOVIE,2018,106,comedy,US,Paramount,4.4,342,4.338,6.3,Tony Vidal
Drinksgiving,MOVIE,2018,89,comedy,US,Paramount,4.1,138,2.611,3.7,
Ali Siddiq: It's Bigger Than These Bars,MOVIE,2018,60,comedy,US,Paramount,7.2,74,1.364,7,
Snapshots,MOVIE,2018,95,drama,US,Paramount,7,1934,5.167,7.1,Melanie Mayron
The Rainbow Experiment,MOVIE,2018,129,drama,US,Paramount,5.9,164,1.924,5.7,Christina Kallas
Fishbowl California,MOVIE,2018,83,comedy,US,Paramount,5.3,886,4.364,6.1,Michael A. MacRae
Stray,MOVIE,2018,104,drama,NZ,Paramount,6,313,2.648,2,Dustin Feneley
The Assassin's Code,MOVIE,2018,95,thriller,US,Paramount,5,1210,3.87,5.1,David A. Armstrong
American Exorcist,MOVIE,2018,90,horror,US,Paramount,2.8,210,7.501,5.7,Tony Trov
Party Bus To Hell,MOVIE,2018,81,comedy,US,Paramount,4,2152,5.324,5.4,Rolfe Kanefsky
Corbin Nash,MOVIE,2018,95,thriller,"GB,US",Paramount,4.6,6177,7.563,4.7,Ben Jagger
Trevor Moore: The Story of Our Times,MOVIE,2018,42,comedy,US,Paramount,7.7,138,1.266,7.5,Nicholaus Goossen
The Go-Getters,MOVIE,2018,83,comedy,CA,Paramount,5.5,201,2.694,3,Jeremy LaLonde
Nobody's Fool,MOVIE,2018,110,comedy,US,Paramount,4.8,7530,16.96,6.2,Tyler Perry
Broken Star,MOVIE,2018,90,thriller,US,Paramount,4.3,576,3.846,5.1,Dave Schwep
2036 Origin Unknown,MOVIE,2018,94,scifi,GB,Paramount,4.4,9754,8.937,4.7,Hasraf Dulull
Eaten by Lions,MOVIE,2018,94,comedy,GB,Paramount,6.1,878,2.964,5.9,Jason Wingard
Another Soul,MOVIE,2018,78,horror,US,Paramount,2.2,291,4.868,4.7,Paul Chau
"Summer Days, Summer Nights",MOVIE,2018,124,drama,US,Paramount,6.3,415,7.773,5.6,Edward Burns
Spare Room,MOVIE,2018,96,drama,US,Paramount,5.3,275,2.419,5.5,Jenica Bergere
Bodysnatch,MOVIE,2018,81,scifi,US,Paramount,3,235,2.235,2,Louis Benjamin Del Guercio
Bitter Melon,MOVIE,2018,110,crime,US,Paramount,5.7,151,1.4,6.4,H.P. Mendoza
Who's Watching Oliver,MOVIE,2018,87,horror,"TH,US",Paramount,5.1,976,4.503,5.9,Richie Moore
On the Ropes,MOVIE,2018,93,action,CA,Paramount,4,180,3.346,4.3,Frank Gilhooley
22 Chaser,MOVIE,2018,95,thriller,CA,Paramount,5.4,431,3.7,7.1,
No Good Heroes,MOVIE,2018,91,drama,US,Paramount,3.4,294,2.298,5.5,
7 Splinters in Time,MOVIE,2018,75,thriller,US,Paramount,3.4,623,3.432,5.3,
Intensive Care,MOVIE,2018,80,action,US,Paramount,4,426,2.975,4.5,
Comedy Central Roast of Bruce Willis,MOVIE,2018,85,comedy,US,Paramount,6.5,1714,9.013,6.4,Joel Gallen
Andover,MOVIE,2018,91,scifi,US,Paramount,5.5,5209,4.087,5.4,
The Incantation,MOVIE,2018,98,thriller,US,Paramount,3.1,467,2.607,4.6,Jude S. Walko
Fright Fest,MOVIE,2018,90,horror,US,Paramount,3.7,784,4.529,4.3,Ante Novakovic
CTRL,MOVIE,2018,80,horror,GB,Paramount,2.8,182,3.788,4.2,Harry Lindley
The Barn,MOVIE,2018,90,horror,"FR,US",Paramount,3.4,187,3.191,4.4,Phil Berger
An Actor Prepares,MOVIE,2018,97,comedy,US,Paramount,5.2,677,6.505,6,Steve Clark
Chasing Comets,MOVIE,2018,96,comedy,AU,Paramount,4.6,121,1.108,4,Jason Perini
Surviving Christmas with the Relatives,MOVIE,2018,101,comedy,GB,Paramount,5.1,960,2.714,5.6,James Dearden
Alienators,MOVIE,2018,104,comedy,XX,Paramount,5.3,131,1.153,7,Christopher Farley
With A Kiss I Die,MOVIE,2018,73,fantasy,US,Paramount,4.3,208,3.448,3.1,Ronnie Khalil
In Search of Greatness,MOVIE,2018,80,documentation,US,Paramount,6.9,484,3.013,6.8,Gabe Polsky
Sam Morril: Positive Influence,MOVIE,2018,56,comedy,US,Paramount,6.8,120,1.4,5.7,Marcus Raboy
Delinquent,MOVIE,2018,97,drama,CA,Paramount,5.5,217,5.695,8.6,
Solace,MOVIE,2018,87,drama,US,Paramount,4.9,145,1.268,5,Tchaiko Omawale
Don't Open Your Eyes,MOVIE,2018,87,horror,US,Paramount,3.2,261,3.45,6.6,Dmitry Yun
The Rainbow Bridge Motel,MOVIE,2018,90,comedy,XX,Paramount,4.5,110,1.124,3.6,Scott Rubin
Bullitt County,MOVIE,2018,98,thriller,US,Paramount,4.8,541,1.973,5.2,
California No,MOVIE,2018,84,comedy,US,Paramount,4.2,218,3.114,6.3,Ned Ehrbar
Alpha Wolf,MOVIE,2018,90,horror,US,Paramount,3.3,365,7.372,6.5,Kevin VanHook
Alien Addiction,MOVIE,2018,90,scifi,NZ,Paramount,5,295,2.348,5.8,Shae Sterling
Goatface: A Comedy Special,MOVIE,2018,42,comedy,US,Paramount,7.3,61,0.6,5.948214286,Aristotle Athari
Butterfly Kisses,MOVIE,2018,91,horror,US,Paramount,5.9,2325,3.519,6.1,Erik Kristopher Myers
Driver,MOVIE,2018,79,crime,US,Paramount,4,100,0.986,3,Alex Zinzopoulos
3 Years in Pakistan: The Erik Aude Story,MOVIE,2018,105,documentation,US,Paramount,6.6,63,0.603,6.800877193,Jamielyn Lippman
Soul Sessions,MOVIE,2018,94,drama,US,Paramount,6.9,71,1.032,1,Vincent Gaffney
The Road to Edmond,MOVIE,2018,125,comedy,US,Paramount,4.4,138,0.6,3.3,David Trotter
Mercy's Girl,MOVIE,2018,108,drama,US,Paramount,5.6,122,0.6,2.8,Emily Lape
The Mountain Lion and Me,MOVIE,2018,51,documentation,US,Paramount,7.5,24,0.6,6.800877193,
Gun Trucks of Vietnam,MOVIE,2018,51,documentation,US,Paramount,7.8,5,0.6,6.800877193,
Rise of Tokyo in Color,MOVIE,2018,44,documentation,US,Paramount,7.9,7,0.6,6.800877193,
Last Summer,MOVIE,2018,97,drama,US,Paramount,6.1,320,1.281,7,Jon Jones
The Browsing Effect,MOVIE,2018,100,comedy,US,Paramount,4.1,138,0.6,5.3,Michael K. Feinstein
Prodigy,MOVIE,2018,111,thriller,US,Paramount,3.5,291,2.224,4.3,Nathan Leon
One Must Fall,MOVIE,2018,96,thriller,US,Paramount,4.5,2528,1.488,3.8,Antonio Pantoja
Ice Bridge: The impossible Journey,MOVIE,2018,44,documentation,CA,Paramount,6.8,31,0.637,6.800877193,Robin Bicknell
Through Black Spruce,MOVIE,2018,111,drama,CA,Paramount,5.7,607,4.641,5.2,Don McKellar
Appiness,MOVIE,2018,82,comedy,CA,Paramount,4.8,345,0.6,2,Eli Batalion
Above the Clouds,MOVIE,2018,87,comedy,XX,Paramount,5.4,140,0.669,6,Leon Chambers
"Volcanoes, dual destruction",MOVIE,2018,60,documentation,US,Paramount,6.9,15,1.586,7,Mark Strickson
Escape to the Great Dismal Swamp,MOVIE,2018,44,documentation,US,Paramount,6,6,0.6,7,Andreas Gutzeit
Only People,MOVIE,2018,88,drama,CA,Paramount,5.2,111,2.24,1.5,Mark Weeden
Shooting in Vain,MOVIE,2018,90,drama,XX,Paramount,4.8,75,1.388,6,Jared Januschka
Double Eagle Ranch,MOVIE,2018,107,comedy,US,Paramount,5.6,246,0.6,7.5,Austyn Jeffs
Seaside,MOVIE,2018,90,drama,US,Paramount,4.8,100,2.81,5.8,Sam Zalutsky
Love Possibly,MOVIE,2018,83,comedy,GB,Paramount,5.5,112,0.6,1,Michael Boccalini
In God I Trust,MOVIE,2018,98,drama,US,Paramount,6.5,1826,0.931,5.776570048,Maja Jacob
Another Version of You,MOVIE,2018,96,fantasy,US,Paramount,6.1,395,1.4,6,Motke Dapp
Dark Highlands,MOVIE,2018,85,horror,GB,Paramount,4.2,156,3.15,4.1,Mark Stirton
Little Horror Movie,MOVIE,2018,84,horror,XX,Paramount,5.2,8478,22.356,4.4,Jérôme Cohen-Olivar
Anyone Home?,MOVIE,2018,82,drama,US,Paramount,3.9,242,4.203,4.8,Patrick Cunningham
Cave Crocs of Gabon,MOVIE,2018,50,documentation,"ZA,US",Paramount,6.6,26,0.6,8.3,Graeme Duane
Blue,MOVIE,2018,112,drama,TR,Paramount,6,585,0.612,4,Gabriela Ledesma
Enhanced,MOVIE,2019,95,scifi,CA,Amazon,4.7,812,6.588,5.6,James Mark
EurOpen People,MOVIE,2019,61,documentation,US,Amazon,6.936832413,162,1.4265,6.655773956,Alberto Gatto
Blackbird,MOVIE,2019,97,drama,"GB,US",Amazon,6.6,4442,10.747,6.9,Roger Michell
Safe Inside,MOVIE,2019,97,thriller,PL,Amazon,4.8,215,3.522,8.5,Renata Gabryjelska
Fix Us,MOVIE,2019,105,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Pascal Amanfo
Corporate Prey,MOVIE,2019,118,drama,US,Amazon,6.107832666,453.5,2.12,5.989918256,Bob Abell
Brotherhood,MOVIE,2019,96,drama,CA,Amazon,5,290,2.43,6.3,Richard Bell
Green Light,MOVIE,2019,71,documentation,AU,Amazon,8.3,28,1.704,6.655773956,Ned Donohoe
Austin Weird,MOVIE,2019,109,comedy,US,Amazon,5.917838246,345,2.037,5.821511111,Dillon Cameron
Balance,MOVIE,2019,120,comedy,US,Amazon,7.2,5,2.037,5.821511111,Swaroop Sawant
Play,MOVIE,2019,89,drama,DE,Amazon,5.8,192,1.658,4.8,Philip Koch
Jeff Allen: I Can Laugh About It Now,MOVIE,2019,41,drama,US,Amazon,6.107832666,453.5,0.6,5.989918256,Isaac Halasima
Rocky,MOVIE,2019,116,action,IN,Amazon,6.3,42,0.855,5.624277457,Adnan A. Shaikh
From the Vine,MOVIE,2019,94,drama,"IT,CA",Amazon,6,572,1.841,5.5,Sean Cisterna
Josh Blue: The Disabled List,MOVIE,2019,25,drama,US,Amazon,7.2,453.5,0.6,5.989918256,Aaron Alviso Stephenson
Until a Thousand Years,MOVIE,2019,120,drama,US,Amazon,6.107832666,453.5,0.6,5.989918256,Bikash Raj Acharya
Iron Sky: The Coming Race,MOVIE,2019,90,fantasy,"FI,DE",Amazon,5,10225,14.929,5.1,Timo Vuorensola
Bottom of the 9th,MOVIE,2019,111,drama,US,Amazon,5.7,826,3.759,5.6,Raymond De Felitta
Peranbu,MOVIE,2019,147,drama,IN,Amazon,9.1,14708,2.508,7.9,Ram
Nethraa,MOVIE,2019,128,drama,IN,Amazon,5,14,1.4,5.989918256,A. Venkatesh
Arctic Dogs,MOVIE,2019,92,action,"US,CA,KR,IT,GB",Amazon,4.7,1913,13.115,6.2,Aaron Woodley
Enai Noki Paayum Thota,MOVIE,2019,152,drama,IN,Amazon,5.7,1763,2.506,5.4,Gautham Vasudev Menon
7 Deadly Sins,MOVIE,2019,85,horror,US,Amazon,2.4,401,3.791,3.6,Glenn Plummer
Madness in the Method,MOVIE,2019,99,comedy,US,Amazon,5.6,2146,7.158,5,Jason Mewes
The Underdog,MOVIE,2019,102,drama,KR,Amazon,6.1,159,4.444,8,Jiao Feng
Night Hunter,MOVIE,2019,95,thriller,"GB,US,CA",Amazon,5.9,21145,26.308,6.5,David Raymond
Light of My Life,MOVIE,2019,119,drama,US,Amazon,6.6,13117,11.891,6.5,Casey Affleck
The Invincible Dragon,MOVIE,2019,98,comedy,HK,Amazon,4.3,2450,6.092,3.9,Fruit Chan
Saaho,MOVIE,2019,171,thriller,IN,Amazon,5.5,18554,5.566,6.2,Sujeeth
The Field,MOVIE,2019,92,fantasy,US,Amazon,4.3,282,2.092,5.7,Tate Bunker
Back Roads,MOVIE,2019,101,drama,US,Amazon,6.5,6448,5.683,6.1,Alex Pettyfer
Union Bound,MOVIE,2019,104,drama,US,Amazon,4.5,148,0.761,7.5,Harvey Lowry
Vivarium,MOVIE,2019,97,horror,"DK,IE,BE",Amazon,5.8,53562,20.498,6,Lorcan Finnegan
Once Upon a Time in London,MOVIE,2019,95,crime,GB,Amazon,5.6,8492,6.243,5.5,Simon Rumley
Super Size Me 2: Holy Chicken!,MOVIE,2019,93,documentation,US,Amazon,7.1,4619,6.294,7.2,Morgan Spurlock
Sweetness in the Belly,MOVIE,2019,111,drama,"CA,IE",Amazon,5.3,602,3.947,6.4,Zeresenay Mehari
A Rainy Day in New York,MOVIE,2019,89,romance,US,Amazon,6.5,41896,1.092,6.5,
My Zoe,MOVIE,2019,100,scifi,"GB,FR,DE",Amazon,6,1049,4.383,6.7,Julie Delpy
Ghost in the Graveyard,MOVIE,2019,92,drama,US,Amazon,4.4,2326,4.739,4.2,Charlie Comparetto
Escape Plan: The Extractors,MOVIE,2019,97,crime,US,Amazon,4.4,13991,29.486,5.3,John Herzfeld
47 Meters Down: Uncaged,MOVIE,2019,90,horror,"US,GB",Amazon,5,25396,55.439,5.7,Johannes Roberts
Jay and Silent Bob Reboot,MOVIE,2019,105,comedy,US,Amazon,5.6,24456,13.168,5.7,Kevin Smith
The Informer,MOVIE,2019,109,drama,"GB,US",Amazon,6.6,33258,14.31,6.5,Andrea Di Stefano
Manikarnika: The Queen of Jhansi,MOVIE,2019,148,history,IN,Amazon,6.4,14737,3.9,6.9,Radha Krishna Jagarlamudi
Foxtrot Six,MOVIE,2019,114,action,ID,Amazon,5.5,1297,4.625,6,Randy Korompis
Sye Raa Narasimha Reddy,MOVIE,2019,169,drama,IN,Amazon,7.5,7384,4.792,6.5,Surender Reddy
Charlie Chaplin 2,MOVIE,2019,118,drama,IN,Amazon,3.9,265,1.4,6,Sakthi Chidambaram
The Goldfinch,MOVIE,2019,149,drama,US,Amazon,6.3,21980,14.086,7.2,John Crowley
Werewolf,MOVIE,2019,88,horror,"DE,NL,PL",Amazon,6,1397,4.738,6.3,Adrian Panek
Viswasam,MOVIE,2019,153,drama,IN,Amazon,6.5,9231,6.06,6.4,Siva
"Casanova, Last Love",MOVIE,2019,99,romance,"BE,FR,US",Amazon,4.8,510,8.814,4.7,Benoît Jacquot
Oru Adaar Love,MOVIE,2019,145,comedy,IN,Amazon,5.4,3069,3.066,5.7,
A Vigilante,MOVIE,2019,91,thriller,US,Amazon,5.6,8763,16.263,5.5,Sarah Daggar-Nickson
My Grandpa is an Alien,MOVIE,2019,79,scifi,"SI,BA,HR,CZ,LU,NO,SK",Amazon,6.1,322,2.652,7.4,Marina Andree Skop
Mask of Thorn,MOVIE,2019,102,horror,GB,Amazon,2.9,406,2.903,5.3,Mj Dixon
I Hate Kids,MOVIE,2019,89,comedy,US,Amazon,5.1,2070,6.229,6.3,John Asher
The Corrupted,MOVIE,2019,103,thriller,GB,Amazon,5.7,1494,7.951,6,Ron Scalpello
Judy,MOVIE,2019,118,drama,GB,Amazon,6.8,48983,16.123,6.8,Rupert Goold
Too Late to Die Young,MOVIE,2019,110,drama,"NL,AR,BR,QA,CL",Amazon,6.4,1299,4.345,6.3,Dominga Sotomayor
The Isle,MOVIE,2019,96,thriller,GB,Amazon,5.3,13746,8.403,4.5,Matthew Butler-Hart
Kesari,MOVIE,2019,151,history,IN,Amazon,7.5,19099,6.846,7.3,Anurag Singh
Trading Paint,MOVIE,2019,87,thriller,US,Amazon,4.4,1977,11.891,5.6,Karzan Kader
Dabangg 3,MOVIE,2019,150,action,IN,Amazon,3,18620,4.475,5.7,Prabhu Deva
Yatra,MOVIE,2019,126,history,IN,Amazon,8.1,3530,2.95,6.4,
Hesburgh,MOVIE,2019,104,documentation,US,Amazon,7.8,113,2.415,7.3,Patrick Creadon
Big Kill,MOVIE,2019,126,western,US,Amazon,5.3,1241,4.147,5.7,Scott Martin
The Poison Rose,MOVIE,2019,98,thriller,US,Amazon,4.7,8500,16.749,4.6,Francesco Cinquemani
By the Grace of God,MOVIE,2019,137,drama,"FR,BE",Amazon,7.2,6729,9.107,7.2,François Ozon
Arjun Patiala,MOVIE,2019,107,romance,IN,Amazon,4.4,1407,2.513,3.6,Rohit Jugraj
The Vanishing,MOVIE,2019,108,thriller,"US,GB",Amazon,5.8,16789,11.925,5.6,Kristoffer Nyholm
NGK,MOVIE,2019,148,drama,IN,Amazon,6.3,4933,2.734,5.1,
Danger Close: The Battle of Long Tan,MOVIE,2019,119,history,"AU,GB",Amazon,6.8,12557,16.769,7,Kriv Stenders
The Queen's Corgi,MOVIE,2019,85,family,"GB,BE",Amazon,4.8,6684,32.04,6.1,Vincent Kesteloot
Student of the Year 2,MOVIE,2019,146,romance,IN,Amazon,2.1,21062,6.218,4.6,Punit Malhotra
Before Someone Gets Hurt,MOVIE,2019,86,horror,US,Amazon,3.4,428,4.732,4.6,
Anthem of a Teenage Prophet,MOVIE,2019,102,drama,CA,Amazon,5.3,505,6.636,6.6,Robin Hays
Kazhugu 2,MOVIE,2019,126,thriller,IN,Amazon,5.2,73,0.84,2,Sathyasiva
Giant Little Ones,MOVIE,2019,93,drama,"CA,US",Amazon,7.2,7993,9.805,7.4,Keith Behrman
Tucked,MOVIE,2019,80,drama,GB,Amazon,6.7,766,3.179,6.7,Jamie Patterson
Freaks,MOVIE,2019,105,scifi,"US,CA",Amazon,6.7,34111,40.382,6.8,Zach Lipovsky
House Owner,MOVIE,2019,109,drama,IN,Amazon,6.3,120,2.086,6.3,Lakshmy Ramakrishnan
The Report,MOVIE,2019,118,thriller,US,Amazon,7.2,41207,17.579,7,Scott Z. Burns
Next Level,MOVIE,2019,95,family,US,Amazon,3.8,136,1.96,6.4,Ilyssa Goodman
Imprisoned,MOVIE,2019,104,thriller,US,Amazon,5.1,243,3.911,5.1,Paul Kampf
Who You Think I Am,MOVIE,2019,102,romance,"FR,BE",Amazon,6.8,5758,6.553,6.5,Safy Nebbou
The Rookies,MOVIE,2019,113,comedy,CN,Amazon,4,830,6.501,5.5,Alan Yuen
Any Bullet Will Do,MOVIE,2019,110,western,US,Amazon,4.8,443,2.805,3.8,
White as Snow,MOVIE,2019,112,drama,FR,Amazon,5.3,1113,5.886,5.2,Anne Fontaine
Sometimes Always Never,MOVIE,2019,91,drama,GB,Amazon,6.2,2558,3.466,6.6,Carl Hunter
Second Life,MOVIE,2019,70,drama,KR,Amazon,6.1,85,1.246,6.9,Young-ju Park
Seberg,MOVIE,2019,103,thriller,"US,GB",Amazon,5.8,8346,12.516,6,Benedict Andrews
The Dead Center,MOVIE,2019,93,thriller,US,Amazon,5.7,2731,4.453,5.6,Billy Senese
In This Gray Place,MOVIE,2019,93,drama,US,Amazon,6.2,7226,3.376,5.5,R.D. Womack II
American Dreamer,MOVIE,2019,92,thriller,US,Amazon,6.2,940,5.452,6.3,Derrick Borte
Batla House,MOVIE,2019,146,drama,IN,Amazon,7.2,11598,4.253,7,Nikkhil Advani
Deep Murder,MOVIE,2019,95,horror,US,Amazon,4.3,727,4.316,4,Nick Corirossi
The Aeronauts,MOVIE,2019,101,drama,"GB,US",Amazon,6.6,32145,17.239,6.8,Tom Harper
Maharshi,MOVIE,2019,176,drama,IN,Amazon,7.5,7785,3.623,7.3,Vamshi Paidipally
10 Minutes Gone,MOVIE,2019,89,thriller,"CA,US",Amazon,3.6,3497,12.226,5.5,Brian A. Miller
Dirty God,MOVIE,2019,104,drama,"IE,NL,GB,BE",Amazon,6.5,1556,3.426,5.8,Kalee Marshall
The Final Wish,MOVIE,2019,95,horror,US,Amazon,4.2,7987,14.178,5.2,Timothy Woodward Jr.
Britt-Marie Was Here,MOVIE,2019,98,drama,"NO,SE",Amazon,5.4,1725,0.6,4.8,Tuva Novotny
Cattle Hill,MOVIE,2019,66,family,NO,Amazon,5.1,140,4.272,7.9,Lise I. Osvoll
Fisherman’s Friends,MOVIE,2019,112,comedy,GB,Amazon,7,8932,7.677,6.7,Chris Foggin
The Ash Lad: In Search of the Golden Castle,MOVIE,2019,99,fantasy,NO,Amazon,6.3,1161,11.35,6.8,Mikkel Brænne Sandemose
The Nightmare Gallery,MOVIE,2019,94,thriller,US,Amazon,3.3,593,3.374,5.5,Gene Blalock
Bigil,MOVIE,2019,177,drama,IN,Amazon,7.2,19381,5.221,6.6,Atlee
Lucifer,MOVIE,2019,174,thriller,IN,Amazon,7.5,10013,4.512,7.4,Prithviraj Sukumaran
Honey Boy,MOVIE,2019,94,drama,US,Amazon,7.2,35575,8.976,7.2,Alma Har'el
Brooklyn Love Stories,MOVIE,2019,84,drama,US,Amazon,5.3,1087,2.574,5,Sonejuhi Sinha
Give Me Liberty,MOVIE,2019,110,drama,US,Amazon,6.7,1947,4.645,6.7,Kirill Mikhanovsky
The Vast of Night,MOVIE,2019,91,thriller,US,Amazon,6.7,37289,17.278,6.6,Andrew Patterson
Lost Holiday,MOVIE,2019,78,thriller,US,Amazon,4.5,365,3.018,4,Michael Kerry Matthews
Curse of the Blind Dead,MOVIE,2019,87,horror,IT,Amazon,3.2,244,4.868,5,Raffaele Picchio
Halston,MOVIE,2019,105,documentation,US,Amazon,7.1,1364,4.045,5.8,Frédéric Tcheng
One Child Nation,MOVIE,2019,88,documentation,"CN,US",Amazon,7.5,6152,12.68,7.2,
Vinaya Vidheya Rama,MOVIE,2019,146,drama,IN,Amazon,3.2,3240,5.923,4.4,Boyapati Srinu
F2: Fun and Frustration,MOVIE,2019,151,comedy,IN,Amazon,6.1,2593,2.746,5.1,Anil Ravipudi
Ash,MOVIE,2019,104,drama,CA,Amazon,5.7,287,2.79,5.989918256,Andrew Huculiak
Chickens Blood,MOVIE,2019,90,horror,US,Amazon,3.7,27,1.4,5.029120879,Korey Jordan
Brittany Runs a Marathon,MOVIE,2019,103,comedy,US,Amazon,6.8,19393,8.413,6.6,Paul Downs Colaizzo
Back of the Net,MOVIE,2019,86,drama,AU,Amazon,5.1,680,11.158,6.8,Louise Alston
N.T.R: Kathanayakudu,MOVIE,2019,170,drama,IN,Amazon,5.8,2013,2.549,5.1,Radha Krishna Jagarlamudi
Diablo: The Utimate Race,MOVIE,2019,110,action,PL,Amazon,4,1108,6.328,4.8,Daniel Markowicz
Making Babies,MOVIE,2019,100,comedy,US,Amazon,5.5,730,3.213,5.8,Josh F. Huber
15 Minutes of War,MOVIE,2019,98,drama,FR,Amazon,6.3,2682,10.505,6.8,Fred Grivois
Unda,MOVIE,2019,130,drama,IN,Amazon,8,4027,2.608,7.2,Khalid Rahman
Pathinettam Padi,MOVIE,2019,159,action,IN,Amazon,6,1376,2.751,6.1,Shankar Narayanan
Mamangam,MOVIE,2019,157,thriller,IN,Amazon,5.5,2849,2.221,7.1,M. Padmakumar
Christmas Break-In,MOVIE,2019,87,drama,US,Amazon,4.4,1575,5.675,6.1,Michael Kampa
Fraud Saiyyan,MOVIE,2019,109,drama,IN,Amazon,4.2,749,2.454,4.3,Sourabh Shrivastava
This Is Not Berlin,MOVIE,2019,115,drama,MX,Amazon,6.6,1151,4.218,7,Hari Sama
Bharat,MOVIE,2019,155,drama,IN,Amazon,4.9,30474,3.479,6.7,Ali Abbas Zafar
Late Night,MOVIE,2019,102,drama,US,Amazon,6.5,36219,9.564,6.5,Nisha Ganatra
Photograph,MOVIE,2019,111,drama,"DE,US,IN",Amazon,6.8,4992,6.009,6.6,Ritesh Batra
Troop Zero,MOVIE,2019,94,drama,US,Amazon,6.9,10519,11.559,7,
Howie Mandel Presents Howie Mandel at the Howie Mandel Comedy Club,MOVIE,2019,56,comedy,US,Amazon,6.8,111,1.937,6,Brian Volk-Weiss
The Wolf Hour,MOVIE,2019,99,thriller,US,Amazon,4.9,2621,5.989,5.7,Alistair Banks Griffin
All Creatures Here Below,MOVIE,2019,91,drama,US,Amazon,5.6,905,3.405,6.1,Collin Schiffli
Majili,MOVIE,2019,154,drama,IN,Amazon,7.2,4246,3.655,6,Shiva Nirvana
Mikhael,MOVIE,2019,150,family,IN,Amazon,4.9,1532,2.297,4.5,Haneef Adeni
Zombie for Sale,MOVIE,2019,112,comedy,KR,Amazon,6.6,1792,10.006,6.4,Lee Min-jae
The Deposit,MOVIE,2019,90,drama,IS,Amazon,6.4,56,0.946,5,Ásthildur Kjartansdóttir
Azeem Banatwalla: Problems,MOVIE,2019,67,comedy,IN,Amazon,7.8,296,1.005,6.8,Neville Shah
Harpoon,MOVIE,2019,82,horror,CA,Amazon,6,5367,7.42,6.3,Rob Grant
Piranhas,MOVIE,2019,105,drama,IT,Amazon,6.5,4495,10.644,6.9,Claudio Giovannesi
Gully Boy,MOVIE,2019,156,drama,IN,Amazon,7.9,37185,8.968,7.6,Zoya Akhtar
Gumm: In the Middle of Nowhere,MOVIE,2019,113,action,PK,Amazon,7,39,0.6,10,Ammar Lasani
Buck Run,MOVIE,2019,80,drama,US,Amazon,5.7,109,2.122,8.2,Nick Frangione
Stray,MOVIE,2019,90,thriller,RU,Amazon,4.7,399,4.089,4.2,Olga Gorodetskaya
Daffodils,MOVIE,2019,93,drama,NZ,Amazon,5.9,351,3.052,6.1,David Stubbs
The Pit,MOVIE,2019,90,documentation,DE,Amazon,2.9,62,0.6,6,Hristiana Raykova
Kaka Ji,MOVIE,2019,123,drama,IN,Amazon,5.2,71,1.1,6.3,Mandeep Benipal
Pegasus,MOVIE,2019,98,comedy,CN,Amazon,6.3,1727,7.225,6.4,Han Han
"Nowhere, Michigan",MOVIE,2019,95,thriller,US,Amazon,5.3,109,1.522,5.606822811,G. Robert Vornkahl
